emp_no,birth_date,first_name,last_name,title,from_date,to_date,salary
481076,1954-02-28,Yuqun,Muntz,Senior Engineer,1995-02-24,9999-01-01,40000
481079,1952-03-19,Sibyl,Fiutem,Senior Staff,1995-08-31,9999-01-01,82735
481082,1953-04-24,Arup,Suermann,Senior Staff,1993-01-28,9999-01-01,40800
481086,1953-06-11,Marek,Radivojevic,Senior Staff,1995-12-28,9999-01-01,86099
481096,1954-07-02,Yongmao,Sadowsky,Senior Engineer,1993-09-08,9999-01-01,40000
482664,1953-11-08,Keiichiro,Rabehasaina,Senior Engineer,2000-11-11,9999-01-01,45701
482677,1952-09-17,Pantung,Tokunaga,Staff,1996-04-19,9999-01-01,79708
482679,1953-04-27,Krister,Decleir,Staff,1998-10-05,9999-01-01,52437
481102,1952-09-19,Mingzeng,Itzigehl,Engineer,1998-02-08,9999-01-01,44489
481104,1953-12-02,Shan,Hebert,Senior Staff,1999-06-28,9999-01-01,40000
482695,1953-09-18,Jaques,Steenbeek,Senior Staff,1997-09-13,9999-01-01,44916
481109,1953-01-28,Renee,Rosaz,Senior Engineer,1999-01-23,9999-01-01,51999
481129,1953-06-14,Jaideep,Luce,Engineer,1997-06-20,9999-01-01,65725
482708,1953-06-25,Baocai,Karnin,Senior Engineer,1994-04-20,9999-01-01,51060
482711,1954-10-07,Alois,Jarecki,Senior Staff,1985-05-04,9999-01-01,68607
482713,1954-10-20,Kazuhito,Hasenauer,Senior Engineer,2001-11-14,9999-01-01,64626
482715,1954-01-03,Kwangyoen,Guting,Senior Staff,1992-06-20,9999-01-01,64039
482718,1953-10-13,Xuedong,Birjandi,Staff,1999-10-24,9999-01-01,64144
482720,1953-01-06,Subhada,Swab,Engineer,1997-06-13,9999-01-01,40000
482721,1954-08-25,Beshir,Herber,Engineer,1997-08-13,9999-01-01,40000
482731,1953-12-22,Uzi,Hellwagner,Senior Engineer,1993-04-04,9999-01-01,60087
481138,1952-06-22,Moie,Shumilov,Senior Engineer,2001-05-10,9999-01-01,50060
482738,1954-09-17,Munehiko,Peral,Senior Engineer,1985-09-18,9999-01-01,45513
481139,1954-09-01,Domenick,Honglei,Staff,1996-07-11,9999-01-01,40000
482750,1954-01-22,Renee,Montemayor,Senior Engineer,2002-05-03,9999-01-01,40000
482757,1954-10-03,Xiaopeng,Luders,Staff,1998-09-05,9999-01-01,96745
482776,1952-05-13,Kristin,Beilner,Senior Staff,1985-11-27,9999-01-01,87282
482782,1953-06-12,Domenick,Vesel,Technique Leader,1989-01-14,9999-01-01,48108
482789,1953-02-13,Theron,Marsiglia,Senior Staff,1992-03-23,9999-01-01,40000
482797,1952-05-05,Margareta,Boissier,Senior Staff,1996-06-02,9999-01-01,40000
482806,1952-08-05,Ebru,Kaminger,Senior Engineer,1988-10-18,9999-01-01,60094
482813,1952-10-20,Dipayan,Veccia,Senior Staff,1986-11-12,9999-01-01,42735
482816,1952-12-25,Freyja,Naumovich,Senior Engineer,1988-04-14,9999-01-01,50382
482819,1954-02-17,Mostafa,Merkl,Senior Engineer,1986-07-05,9999-01-01,46536
482820,1952-05-27,Weiye,Barriga,Senior Staff,2000-02-13,9999-01-01,60554
482823,1953-06-19,Henk,Sidhu,Technique Leader,1986-07-24,9999-01-01,40000
482826,1953-09-04,Goo,Perin,Technique Leader,1998-01-14,9999-01-01,55354
482829,1953-11-02,Arup,Melski,Senior Staff,1994-07-06,9999-01-01,72528
482831,1954-08-15,Nahla,McConalogue,Technique Leader,1993-09-14,9999-01-01,40000
482835,1953-08-11,Kellie,Seuren,Senior Engineer,1999-10-24,9999-01-01,40000
482846,1953-08-11,Samphel,Quittner,Technique Leader,1988-09-13,9999-01-01,50413
482856,1952-09-03,Sashi,Salvesen,Senior Engineer,1994-03-21,9999-01-01,69654
482862,1953-04-21,Shaw,Anido,Senior Engineer,1985-09-23,9999-01-01,40000
482875,1953-01-04,Denny,Roohalamini,Senior Engineer,1998-01-07,9999-01-01,42252
482878,1953-05-15,Chikara,Denti,Senior Staff,2002-02-24,9999-01-01,83187
482883,1952-06-20,Sanjai,Cheshire,Senior Engineer,2000-10-28,9999-01-01,40000
482886,1953-02-19,Gritta,Pavlopoulou,Technique Leader,1990-02-20,9999-01-01,49818
482888,1953-11-27,Apostol,Brookman,Senior Staff,1986-06-27,9999-01-01,51609
482894,1952-06-07,Greger,Takanami,Senior Staff,1996-01-29,9999-01-01,103374
482904,1954-09-02,Weijing,Honglei,Senior Staff,1994-02-01,9999-01-01,40000
482907,1953-12-11,Gurbir,Kaiser,Senior Engineer,2002-05-23,9999-01-01,45018
482909,1952-07-20,Magy,Chvatal,Senior Engineer,1996-02-28,9999-01-01,40000
482925,1953-06-20,Przemyslawa,Baer,Engineer,1996-06-02,9999-01-01,60543
482931,1954-06-30,Fumiko,Bade,Staff,1995-03-09,9999-01-01,47336
482933,1953-06-14,Sadegh,Lubachevsky,Senior Engineer,1998-05-24,9999-01-01,41099
482934,1954-06-15,Kitty,Cappelli,Staff,1999-06-21,9999-01-01,71993
482935,1953-06-10,Xiaoheng,Besancenot,Senior Engineer,1994-01-04,9999-01-01,40000
482953,1954-07-22,Rafail,Kilgour,Senior Staff,1993-06-15,9999-01-01,48693
482960,1954-08-08,Taegyun,Lodder,Engineer,1997-11-20,9999-01-01,40000
482967,1953-03-16,Jaewoo,Samarati,Engineer,1999-12-26,9999-01-01,45425
482968,1952-05-06,Premal,Walston,Senior Engineer,1996-06-13,9999-01-01,51953
482973,1952-11-10,Hinrich,Baranowski,Senior Engineer,2001-01-12,9999-01-01,40000
482974,1953-11-18,Fayez,Glinert,Senior Engineer,1999-04-06,9999-01-01,40000
482977,1952-09-28,Rosalie,Mersereau,Staff,1996-09-21,9999-01-01,46357
482986,1952-09-27,Henk,Guardalben,Senior Staff,1993-07-19,9999-01-01,48923
482992,1953-10-03,Kellyn,Velardi,Senior Staff,1999-06-07,9999-01-01,65883
482994,1952-04-04,Miyeon,Garrabrants,Engineer,1999-02-14,9999-01-01,40000
482996,1953-12-13,Wonhee,Lovengreen,Senior Staff,1992-02-26,9999-01-01,40000
483003,1954-01-19,Candido,Kavvadias,Technique Leader,1999-06-23,9999-01-01,57942
483006,1954-02-05,Goa,Thombley,Senior Engineer,2001-09-09,9999-01-01,49187
483020,1953-07-04,Susumu,Verhoeff,Staff,1999-10-31,9999-01-01,67360
483032,1953-01-26,Anneke,Hiroyama,Senior Engineer,1992-05-16,9999-01-01,77430
483033,1952-03-14,Jongsuk,Percebois,Senior Staff,1997-12-03,9999-01-01,41275
483041,1952-11-18,Gian,Benzmuller,Senior Engineer,1992-09-21,9999-01-01,40000
483051,1953-04-14,Mingdong,Bain,Senior Staff,1988-12-11,9999-01-01,59826
483052,1953-04-15,Van,Waschkowski,Senior Engineer,1993-03-23,9999-01-01,40000
483055,1953-02-26,Mayuri,Colorni,Senior Engineer,1995-09-28,9999-01-01,43298
483056,1953-07-02,Michaela,Kushner,Senior Engineer,2002-02-05,9999-01-01,75435
483065,1952-05-24,Sudhanshu,Bahi,Senior Engineer,1993-07-01,9999-01-01,52727
483077,1952-11-19,Magdalena,Foote,Senior Staff,1997-12-16,9999-01-01,59674
483082,1954-12-25,Zito,Pileggi,Staff,1997-12-06,9999-01-01,68757
483083,1954-04-04,Oldrich,Gente,Staff,1999-02-17,9999-01-01,57301
483104,1952-05-01,Dante,Daescu,Senior Engineer,1996-02-23,9999-01-01,54450
483118,1954-03-20,Candida,Nergos,Engineer,1996-01-17,9999-01-01,40000
483120,1954-10-10,Filipp,Ghemri,Senior Engineer,1995-08-15,9999-01-01,40000
483127,1952-06-27,Fay,Lichtman,Senior Staff,1996-10-27,9999-01-01,67306
483131,1954-01-17,Luise,Narwekar,Senior Engineer,1990-02-07,9999-01-01,63213
483133,1952-10-11,Chinho,Krychniak,Engineer,1996-09-27,9999-01-01,63710
483140,1953-12-30,Sigeru,Sridhar,Engineer,1999-11-12,9999-01-01,40000
483144,1952-05-12,Janalee,Morton,Senior Staff,1993-12-26,9999-01-01,58365
483146,1953-04-12,Jackson,Krybus,Senior Staff,1992-12-20,9999-01-01,40000
483149,1954-05-31,Amabile,Rissanen,Senior Engineer,1989-09-29,9999-01-01,40000
483151,1953-01-18,Zhensheng,Clemencon,Engineer,1999-02-04,9999-01-01,40046
483153,1953-09-13,Sverrir,Talmor,Engineer,1998-12-08,9999-01-01,40000
483158,1952-04-18,Sumant,Weisert,Senior Staff,1991-06-08,9999-01-01,98793
483161,1952-11-08,Yuguang,Yeung,Senior Staff,1995-02-28,9999-01-01,40000
483162,1954-01-17,Mandell,Herath,Senior Engineer,1994-08-11,9999-01-01,40000
483182,1954-08-16,Subhada,Lores,Senior Staff,1994-06-27,9999-01-01,80602
483185,1954-05-11,Khatoun,Ebeling,Senior Engineer,2001-03-12,9999-01-01,63116
483189,1953-10-29,Guadalupe,Gente,Senior Engineer,1993-08-27,9999-01-01,40166
483198,1952-12-04,Kazuhiro,Rouquie,Senior Staff,1988-04-19,9999-01-01,40000
483208,1954-09-28,Aran,Garnick,Staff,1998-11-20,9999-01-01,82835
481144,1954-06-01,Pramod,Honglei,Senior Staff,2001-05-16,9999-01-01,40000
481149,1954-05-16,Bogdan,Marakhovsky,Senior Engineer,1996-09-26,9999-01-01,71270
483212,1952-11-01,Chirstian,Birnbaum,Staff,1996-04-22,9999-01-01,40000
483214,1953-11-15,Jungsoon,Macedo,Senior Engineer,1999-11-22,9999-01-01,50316
483215,1952-11-18,Golgen,Velardi,Technique Leader,1998-12-17,9999-01-01,76536
483220,1953-01-24,Hyuckchul,Taubenfeld,Senior Engineer,1998-09-19,9999-01-01,44118
483225,1954-10-08,Zhaofang,Farris,Senior Engineer,1999-06-09,9999-01-01,41947
483228,1954-10-04,Lidong,Vrecion,Senior Staff,2001-12-18,9999-01-01,73636
483240,1952-07-11,Urs,Ruemmler,Senior Staff,1994-07-04,9999-01-01,84367
483247,1952-05-20,Shai,Herath,Senior Engineer,1992-03-09,9999-01-01,66505
483251,1953-08-30,Bedir,Maquelin,Senior Engineer,1994-05-12,9999-01-01,40000
483253,1954-10-02,Tse,Schwartzbauer,Staff,1994-05-21,9999-01-01,40000
483257,1954-10-21,Susanne,Lorcy,Senior Staff,1997-10-08,9999-01-01,74452
483272,1952-09-01,Wonhee,Mattern,Engineer,1997-10-14,9999-01-01,40000
483285,1953-01-08,Zhenhua,Baezner,Senior Engineer,1993-05-29,9999-01-01,51476
483288,1954-11-13,Stafford,Waymire,Senior Staff,1997-06-13,9999-01-01,62304
483300,1953-07-16,Giordano,Matzen,Engineer,1996-07-01,9999-01-01,45692
483306,1952-03-24,Berna,Walstra,Engineer,1998-07-17,9999-01-01,40000
483315,1953-08-12,Mariangiola,Klassen,Senior Staff,1992-04-18,9999-01-01,40000
483319,1953-12-06,Hirochika,Koprowski,Senior Engineer,2000-05-09,9999-01-01,43208
483323,1953-12-23,Jayesh,Parfitt,Senior Engineer,1992-03-27,9999-01-01,52902
483325,1952-11-09,Neelam,Talmor,Senior Staff,1994-06-01,9999-01-01,65974
483331,1953-06-25,Vugranam,Rusmann,Engineer,1995-03-09,9999-01-01,40000
483342,1954-12-15,Jiakeng,Baik,Senior Engineer,1995-11-18,9999-01-01,42932
483347,1953-03-05,Maik,Guenter,Technique Leader,1992-08-05,9999-01-01,58210
483350,1953-08-08,Ramya,Wiegley,Staff,1997-08-24,9999-01-01,80212
483351,1953-09-03,Elrique,Zschoche,Engineer,1997-10-11,9999-01-01,40000
483353,1953-02-06,Mizuhito,Litvinov,Senior Staff,1992-02-18,9999-01-01,102711
483354,1952-11-04,Ekawit,Speel,Senior Staff,1995-02-16,9999-01-01,85178
483358,1952-04-19,Yakichi,Millington,Senior Engineer,1987-07-25,9999-01-01,40000
483360,1953-04-17,Claude,Waleschkowski,Assistant Engineer,1998-01-17,9999-01-01,40000
483363,1954-11-28,Zengping,Rathonyi,Engineer,1993-10-15,9999-01-01,45539
483365,1954-10-09,Tran,Garrabrants,Senior Engineer,2000-09-02,9999-01-01,55488
483369,1952-03-05,Nidapan,Delaune,Senior Staff,1994-10-13,9999-01-01,40000
483370,1952-07-07,Berni,Kumaresan,Staff,1997-12-18,9999-01-01,46911
483374,1954-03-04,Sreekrishna,Swiler,Senior Staff,1995-12-26,9999-01-01,56651
483377,1953-01-07,Hitomi,Usery,Senior Engineer,1997-04-03,9999-01-01,44054
483381,1954-03-10,Chenye,Bouloucos,Senior Engineer,2001-01-20,9999-01-01,50219
483384,1953-06-13,Arne,Varman,Senior Staff,2001-11-26,9999-01-01,87651
483386,1953-01-20,Marla,Horswill,Senior Engineer,1995-04-14,9999-01-01,42981
483395,1953-06-16,Zissis,Welham,Senior Engineer,1996-09-25,9999-01-01,40000
483396,1954-06-08,Fay,Gecsel,Senior Staff,1997-02-23,9999-01-01,51839
483409,1953-06-02,Christoper,Hasenauer,Senior Engineer,2001-06-11,9999-01-01,50203
483410,1952-09-14,Gor,Haraldson,Senior Engineer,1993-05-03,9999-01-01,40000
483427,1954-07-15,Tsuneo,Neiman,Senior Staff,1998-06-16,9999-01-01,94680
483428,1952-10-29,Owen,Boreale,Senior Staff,1995-10-03,9999-01-01,93563
483429,1953-10-08,Marco,Vural,Senior Engineer,1990-10-09,9999-01-01,40000
483431,1954-02-22,Sastry,Perly,Senior Engineer,1987-02-15,9999-01-01,45804
483435,1952-02-20,Hidefumi,Mawatari,Senior Engineer,1997-05-01,9999-01-01,54463
483438,1953-08-16,Otmar,Hofstetter,Senior Staff,1996-01-08,9999-01-01,53466
483461,1952-02-26,Vivian,Heering,Senior Engineer,1998-01-24,9999-01-01,73219
483466,1954-06-16,Leszek,Fujisaki,Senior Engineer,1988-02-11,9999-01-01,55466
483472,1952-03-28,Gita,Pesch,Senior Staff,1995-11-12,9999-01-01,95637
483474,1953-10-23,JoAnna,Asmuth,Technique Leader,1986-03-26,9999-01-01,72528
483479,1954-08-25,Perla,Ashish,Engineer,1996-07-09,9999-01-01,40000
483480,1952-10-25,Branimir,Birrer,Senior Engineer,1998-08-07,9999-01-01,45881
483487,1953-10-09,Barton,Mitchem,Technique Leader,1990-01-01,9999-01-01,68388
483490,1953-08-31,Yechiam,Asmuth,Engineer,1997-01-11,9999-01-01,40000
483494,1954-04-28,Bojan,DuBourdieux,Senior Engineer,2000-08-13,9999-01-01,62061
483498,1952-10-22,Yuqun,Hasham,Senior Engineer,1994-10-16,9999-01-01,48296
483499,1953-02-22,Murthy,Vieri,Senior Engineer,1987-02-18,9999-01-01,54405
483500,1952-12-10,Sanjai,Wossner,Staff,1994-12-07,9999-01-01,40156
483507,1954-06-03,Kendra,Kitai,Senior Staff,1994-11-05,9999-01-01,40881
483509,1954-06-21,Poorav,Seiwald,Engineer,1997-11-23,9999-01-01,53398
483513,1953-07-13,Rafols,Bridgland,Senior Engineer,1990-05-19,9999-01-01,49609
483518,1954-12-20,Kazuhiro,Morrey,Staff,1995-04-30,9999-01-01,59271
483519,1952-06-25,Duangkaew,Papsdorf,Senior Engineer,1993-07-29,9999-01-01,40000
483521,1954-05-25,Ipke,Birch,Senior Engineer,1993-07-28,9999-01-01,42982
483539,1953-09-06,Gurbir,Hiroyama,Senior Engineer,1994-03-30,9999-01-01,40000
483540,1954-07-23,Rajmohan,Diderrich,Senior Engineer,1993-02-28,9999-01-01,53538
483541,1952-12-16,Saeed,Fujisaki,Senior Engineer,1990-05-06,9999-01-01,56836
483549,1954-10-16,Chaitali,Chenney,Technique Leader,1986-10-14,9999-01-01,40000
483555,1952-08-08,Yakkov,Jiang,Engineer,1999-03-01,9999-01-01,41645
483557,1954-04-08,Brigham,Kossowski,Staff,1996-06-25,9999-01-01,54728
483561,1954-01-19,Amalendu,Ranft,Engineer,1996-11-08,9999-01-01,40000
483564,1952-12-07,Licheng,Cichocki,Senior Engineer,1999-01-24,9999-01-01,62792
483567,1954-08-03,Theirry,Oxman,Engineer,1998-12-14,9999-01-01,40000
483572,1953-07-13,Bedrich,Stroustrup,Senior Staff,2001-12-02,9999-01-01,66467
483578,1952-11-13,Shaunak,Bamford,Senior Staff,1996-10-04,9999-01-01,40000
483586,1953-12-30,Nahla,Pardalos,Senior Engineer,2000-01-05,9999-01-01,40000
483593,1953-10-08,Sanjit,Vingron,Senior Engineer,2000-09-22,9999-01-01,51136
483601,1952-05-21,Duangkaew,Varker,Senior Engineer,1996-01-15,9999-01-01,40000
483602,1952-06-25,Genevieve,Nourani,Assistant Engineer,1997-06-07,9999-01-01,72127
483605,1953-01-27,Theron,Collette,Senior Engineer,1997-06-01,9999-01-01,58940
483607,1954-07-04,Shaowen,Gelosh,Senior Staff,1997-01-09,9999-01-01,40000
483608,1953-03-29,Mayumi,Haraldson,Engineer,1998-03-14,9999-01-01,49847
483611,1953-07-08,Goncalo,Einsfeld,Senior Staff,1996-11-27,9999-01-01,57001
483614,1954-12-13,Kiyotoshi,Mandelberg,Senior Engineer,1994-09-13,9999-01-01,47129
483617,1954-03-13,Shushma,McFarlin,Senior Engineer,1999-10-08,9999-01-01,46415
483621,1952-05-29,Marin,Dulin,Staff,1993-08-31,9999-01-01,62460
483629,1953-11-25,Yuichiro,Camurati,Senior Engineer,1997-10-22,9999-01-01,51691
483635,1952-10-17,Marsja,Backhouse,Technique Leader,1986-02-25,9999-01-01,40000
483642,1954-01-22,Sedat,Walstra,Senior Staff,1989-10-30,9999-01-01,40000
483651,1952-08-12,Sanjoy,Slobodova,Senior Engineer,1998-02-28,9999-01-01,62724
483656,1953-01-06,Mana,Serot,Senior Staff,1996-10-29,9999-01-01,100170
483660,1952-09-22,Chinho,Kaiserswerth,Senior Engineer,1994-04-21,9999-01-01,62458
483662,1954-09-11,Otmar,Frolund,Senior Staff,1994-02-18,9999-01-01,40000
483667,1954-05-06,Adhemar,Baik,Senior Engineer,1995-07-25,9999-01-01,40000
483677,1953-05-17,Mario,Impagliazzo,Senior Engineer,1993-10-26,9999-01-01,45075
483687,1953-11-25,Radoslaw,Gunderson,Senior Engineer,1994-06-26,9999-01-01,64498
483688,1953-02-09,Chinho,Peroz,Senior Staff,1996-01-27,9999-01-01,40000
483690,1954-01-11,Shem,Erbe,Senior Engineer,1986-07-17,9999-01-01,40000
483693,1954-09-19,Rasiah,dAstous,Staff,1998-12-05,9999-01-01,64073
483697,1954-09-30,Prasadram,Swist,Senior Staff,1992-11-21,9999-01-01,40000
483698,1952-03-17,Nectarios,Brobst,Senior Engineer,1992-06-25,9999-01-01,66219
483715,1953-03-03,Shawna,Lieblein,Senior Staff,1999-12-27,9999-01-01,81964
483717,1952-07-20,Jianhao,Paciorek,Senior Staff,1993-10-31,9999-01-01,55977
483725,1952-02-08,Duri,Turnbull,Senior Staff,2001-02-27,9999-01-01,40000
483726,1953-08-07,Tzu,Falster,Senior Staff,1998-11-05,9999-01-01,48244
483737,1952-11-10,Tsuneo,Jervis,Senior Engineer,1987-07-11,9999-01-01,40000
483741,1952-06-16,Pohua,Rijckaert,Senior Engineer,1991-03-04,9999-01-01,40000
483747,1953-10-13,Tsuneo,Ratnakar,Senior Engineer,1996-07-20,9999-01-01,58070
483761,1953-10-06,Stevo,Ghandeharizadeh,Senior Engineer,1991-01-01,9999-01-01,40000
483768,1954-06-15,Moss,Jansen,Technique Leader,1989-06-11,9999-01-01,50339
483770,1953-12-16,Zeydy,Szemeredi,Senior Staff,1994-02-01,9999-01-01,81600
483775,1954-07-19,Moty,DuBourdieux,Senior Staff,2000-02-13,9999-01-01,40000
483792,1953-09-26,Irena,Unno,Senior Staff,1985-06-07,9999-01-01,78174
483797,1954-10-19,Vasilii,Dengi,Senior Staff,1998-09-03,9999-01-01,73682
483798,1954-11-23,Sudharsan,Attimonelli,Senior Engineer,1999-08-25,9999-01-01,63756
483801,1954-01-11,Sajjan,Rosin,Senior Engineer,1996-11-27,9999-01-01,59498
481152,1952-10-09,Zeydy,Schiper,Senior Engineer,1999-08-13,9999-01-01,57933
483805,1954-05-27,Arnould,Kabayashi,Staff,1996-12-04,9999-01-01,65799
483807,1953-03-07,Aemilian,Cooke,Senior Engineer,1999-04-19,9999-01-01,40000
483815,1952-02-03,Hairong,Zedlitz,Senior Staff,1998-02-28,9999-01-01,70827
483818,1952-06-30,Moon,Takkinen,Staff,1999-03-25,9999-01-01,41109
483820,1954-04-28,Valery,Birrer,Senior Staff,1998-02-19,9999-01-01,66925
483821,1953-04-16,Arunachalam,Fujisaki,Senior Staff,1987-12-01,9999-01-01,89789
483828,1953-04-14,Tommaso,Codenie,Senior Staff,1994-11-08,9999-01-01,40000
483834,1953-12-08,Tse,Oppitz,Engineer,1995-09-13,9999-01-01,48941
483835,1953-04-07,Yishay,Cools,Senior Staff,1998-08-13,9999-01-01,40000
483840,1954-03-10,Manohar,Morrey,Senior Engineer,2001-04-03,9999-01-01,40000
483842,1953-08-10,Marjo,DiGiano,Senior Engineer,1985-04-23,9999-01-01,40032
483844,1952-08-20,Zengping,Boyle,Staff,1994-01-03,9999-01-01,68198
483846,1952-12-27,Chikara,Merks,Senior Staff,1992-11-19,9999-01-01,51687
483847,1952-02-29,Feipei,Serot,Senior Staff,1986-02-25,9999-01-01,57751
483854,1954-06-25,Deniz,Borstler,Staff,1998-08-19,9999-01-01,52196
483864,1954-02-02,Zhensheng,Heering,Senior Staff,1987-03-27,9999-01-01,44897
483866,1953-10-03,Uwe,Baezner,Senior Engineer,1998-01-01,9999-01-01,40000
483869,1952-08-14,Brendon,Mungall,Engineer,1995-10-11,9999-01-01,64159
483871,1952-04-04,Karlis,Langford,Senior Engineer,2000-06-06,9999-01-01,59892
483876,1952-04-02,Tomofumi,Crouzet,Senior Staff,1993-07-27,9999-01-01,63979
483879,1953-11-22,Jaideep,Sooriamurthi,Senior Engineer,1998-03-27,9999-01-01,54555
483880,1953-12-24,Padma,Sridhar,Senior Engineer,2000-11-25,9999-01-01,42055
483884,1953-09-18,Elvia,Lunn,Senior Engineer,1989-03-19,9999-01-01,48565
483890,1953-03-18,Lucien,Pashtan,Technique Leader,1989-09-09,9999-01-01,40000
483895,1952-08-02,Shuho,Hammerschmidt,Senior Staff,1999-01-08,9999-01-01,40000
483901,1953-06-10,Kristine,Sherertz,Senior Engineer,1998-03-22,9999-01-01,42974
483902,1954-06-08,Masaki,Schach,Senior Staff,1995-03-03,9999-01-01,40000
483909,1954-01-11,Pantung,Vesna,Senior Staff,1999-05-26,9999-01-01,85817
483914,1953-08-01,King,Lamba,Assistant Engineer,1998-09-23,9999-01-01,40000
483919,1952-03-11,Faiza,Zlotek,Senior Staff,2001-05-24,9999-01-01,40000
483926,1953-07-06,Supot,Peck,Senior Staff,1997-08-03,9999-01-01,78181
483929,1954-12-14,LiMin,Candan,Senior Engineer,2000-02-07,9999-01-01,40000
483931,1952-07-10,Sadun,Benveniste,Senior Staff,1986-04-20,9999-01-01,40000
483951,1953-03-24,Teunis,Parhami,Senior Staff,1985-10-02,9999-01-01,71103
483954,1952-11-03,Ohad,Morrow,Senior Staff,1995-10-10,9999-01-01,41059
483959,1952-03-13,Yaghout,Welham,Engineer,1996-05-26,9999-01-01,40000
483961,1954-11-01,Jaihie,Spelt,Engineer,1998-05-02,9999-01-01,40000
483963,1954-02-28,Giao,Vrecion,Engineer,1997-12-12,9999-01-01,40000
483968,1954-11-12,Bezalel,Debuse,Senior Engineer,1991-04-04,9999-01-01,40000
483976,1953-12-30,Claude,Gerlach,Senior Engineer,1994-06-07,9999-01-01,40000
483984,1953-07-07,Mandell,Azadmanesh,Senior Engineer,1994-10-02,9999-01-01,42843
483986,1953-05-19,Siamak,Radhakrishnan,Senior Engineer,1998-01-17,9999-01-01,52464
483999,1952-10-26,Jouko,Barvinok,Senior Staff,1996-10-25,9999-01-01,51637
484010,1952-05-19,Udaiprakash,Narahara,Senior Staff,1997-04-15,9999-01-01,58273
484017,1954-05-16,Aron,Candan,Senior Staff,1996-04-16,9999-01-01,48543
484020,1952-10-21,Ayakannu,Oppitz,Senior Engineer,1998-09-10,9999-01-01,49530
484023,1952-09-14,Sham,Bellmore,Engineer,1994-01-23,9999-01-01,45370
484025,1953-03-28,Gift,Ligten,Engineer,1998-06-11,9999-01-01,40000
484027,1953-09-13,Akhilish,Antonisse,Senior Engineer,1993-10-04,9999-01-01,40000
484029,1954-12-15,Shaz,Ramsak,Senior Engineer,1996-03-28,9999-01-01,40000
484033,1953-02-09,Sanjeeva,Aloia,Staff,1999-12-12,9999-01-01,76253
484039,1954-03-09,Mohd,Eiter,Senior Staff,1996-10-05,9999-01-01,80424
484046,1952-08-13,Jenwei,Tokunaga,Senior Staff,2000-11-28,9999-01-01,40000
484047,1953-06-12,Danel,Leivant,Senior Staff,1994-08-07,9999-01-01,58029
484050,1953-10-19,Berthier,Angiulli,Senior Engineer,2000-03-04,9999-01-01,51189
484053,1954-06-29,Lein,Gulik,Senior Engineer,1993-03-15,9999-01-01,40000
484055,1952-05-06,Shietung,Pena,Senior Staff,1987-01-16,9999-01-01,40000
484066,1952-02-08,Arif,Zaccaria,Senior Engineer,1992-09-27,9999-01-01,80313
484087,1953-08-10,Herb,Tagansky,Senior Staff,1985-03-06,9999-01-01,79683
484104,1954-02-21,Flemming,Openshaw,Engineer,1995-04-01,9999-01-01,80993
484105,1952-04-14,Hercules,Portugali,Senior Staff,1989-05-05,9999-01-01,73819
484112,1953-03-20,Odysseas,Gammage,Senior Staff,2001-12-19,9999-01-01,56571
484115,1952-08-25,Berni,Pardalos,Senior Staff,1997-08-21,9999-01-01,49206
484118,1954-09-04,Denis,Remmele,Senior Staff,2000-03-07,9999-01-01,66767
484120,1952-02-25,Persi,Legleitner,Assistant Engineer,1995-11-09,9999-01-01,40000
484121,1952-12-25,Yagil,Mundy,Senior Staff,2001-09-01,9999-01-01,91403
484122,1953-01-27,Lenore,Bazelow,Staff,2000-01-21,9999-01-01,53892
484124,1953-01-12,Saeed,Ecklund,Senior Engineer,1989-10-03,9999-01-01,40000
484128,1954-04-30,Yunming,Dichev,Engineer,1997-04-25,9999-01-01,48685
484135,1954-08-14,Owen,Pezzoli,Senior Staff,1996-01-31,9999-01-01,55279
484143,1952-05-07,Wayne,Chinal,Senior Staff,1994-06-16,9999-01-01,80287
484144,1952-04-14,Shahid,Ouhyoung,Senior Staff,2001-11-11,9999-01-01,51873
481153,1954-06-25,Golgen,Thorelli,Senior Engineer,1992-03-08,9999-01-01,40000
484146,1954-10-25,Khedija,Lowrie,Senior Engineer,2001-02-24,9999-01-01,43642
484155,1953-04-01,Marit,McClurg,Senior Engineer,1997-05-03,9999-01-01,46617
481172,1953-12-04,Jaana,Usery,Senior Engineer,1995-02-06,9999-01-01,62133
484161,1954-02-26,Halsur,Zykh,Senior Engineer,1995-12-13,9999-01-01,48420
484165,1954-01-08,Samphel,Srimani,Engineer,1998-12-14,9999-01-01,59998
484175,1952-02-04,Suzette,Taubman,Engineer,1995-09-29,9999-01-01,40000
484179,1954-07-25,Chenyi,Murrill,Senior Staff,1990-05-23,9999-01-01,60021
484182,1954-08-12,Hercules,Dymetman,Senior Engineer,1994-03-21,9999-01-01,54958
484188,1954-03-08,Aimee,Aloisi,Senior Staff,1993-05-30,9999-01-01,40000
484325,1953-06-14,Yuping,Callaway,Senior Staff,1996-07-13,9999-01-01,58819
484194,1953-03-30,Phillip,Fioravanti,Senior Staff,1999-05-20,9999-01-01,48891
484201,1953-02-20,Huai,Niizuma,Senior Engineer,1995-02-12,9999-01-01,40000
484206,1952-11-16,Mana,Berstel,Engineer,1994-07-01,9999-01-01,46490
484208,1952-03-23,Lidong,Ebeling,Senior Staff,1997-02-18,9999-01-01,77179
484209,1953-07-02,Sanjai,Soloway,Technique Leader,1985-07-21,9999-01-01,63518
